REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PM0003094	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	2700 NORTH AMERICA DRIVE	WEST SENECA	NY	14224	ERIE	BO5841348	RETAIL PHARMACY	OUR LADY OF LOURDES MEMORIAL	HOSPITAL, INC.	C/O PHARMACY	169 RIVERSIDE DR.	BINGHAMTON	NY	13905	BROOME	S	9193	00406036605	HYDROCODONE	2.0	null	null	null	null	null	07022012	4.5405	1000.0	1207011005	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	AW2030500	CHAIN PHARMACY	WAL-MART PHARMACY 10-0071	null	1415 HWY 67 SOUTH	null	POCAHONTAS	AR	72455	RANDOLPH	S	9143	00406052201	OXYCODONE	1.0	null	null	122708610	null	null	09112012	0.672375	100.0	1209019465	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
PM0036334	DISTRIBUTOR	MCKESSON DRUG COMPANY	null	DBA MCKESSON DRUG CO.	3230 SPRUCE STREET	LITTLE CANADA	MN	55117	RAMSEY	BT7834131	CHAIN PHARMACY	TARGET STORES A DIV.OF TARGET CORP.	TARGET STORE T-1448	ATTN: PHARMACY	749 APOLLO DRIVE	LINO LAKES	MN	55014	ANOKA	S	9193	00406036605	HYDROCODONE	1.0	null	null	null	null	null	05252012	2.27025	500.0	1205008370	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	7.5
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	FW0974332	CHAIN PHARMACY	WALGREEN CO.	DBA:  WALGREENS #12094	535 NW 9TH ST.	null	OKLAHOMA CITY	OK	73102	OKLAHOMA	S	9193	00591054005	HYDROCODONE	2.0	null	null	null	null	null	09252012	6.053999999999999	1000.0	42868	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	10.0
RM0220537	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3003 AIRPORT RD	LA CROSSE	WI	54603	LA CROSSE	BS9776103	CHAIN PHARMACY	SHOPKO PHARMACY #2080	null	2201 ZEIER ROAD	null	MADISON	WI	53704	DANE	S	9193	53746010901	HYDROCODONE	2.0	null	null	null	null	null	03232012	0.6054	200.0	1203028202	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	McKesson Corporation	5.0
PR0205559	DISTRIBUTOR	CVS TN DISTRIBUTION, LLC	null	10017 KINGSTON PIKE	null	KNOXVILLE	TN	37922	KNOX	BH0710295	CHAIN PHARMACY	VIRGINIA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 06327	1370 E. MAIN ST.	null	WYTHEVILLE	VA	24382	WYTHE	S	9193	00603388821	HYDROCODONE	14.0	null	null	null	null	null	01162012	8.4756	1400.0	114458	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	CVS	10.0
RT0223874	DISTRIBUTOR	THRIFTY PAYLESS INC	null	DBA WOODLAND DISTRIBUTION CTR	1755 EAST BEAMER STREET	WOODLAND	CA	95776	YOLO	BT5248770	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5695	16910 FOOTHILL BOULEVARD	null	FONTANA	CA	92335	SAN BERNARDINO	S	9193	00603388128	HYDROCODONE	3.0	null	null	null	null	null	04202012	4.5405	1500.0	12399	HYDROCODONE.BIT. & ACETA  5MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Thrifty Payless Inc	5.0
RA0290736	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1 INDUSTRIAL PARK DR.	null	WILLIAMSTON	MI	48895	INGHAM	BH9196608	RETAIL PHARMACY	HENRY FORD MEDICAL CENTER	NEW CENTER ONE PHARMACY	3031 W GRAND BLVD	SUITE #800	DETROIT	MI	48202	WAYNE	S	9193	00406036601	HYDROCODONE	2.0	null	null	null	null	null	07182012	0.9081	200.0	20921	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	AmerisourceBergen Drug	7.5
RW0165731	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	#28	801 COR-DA BOULEVARD	CRAWFORDSVILLE	IN	47933	MONTGOMERY	BW5593593	CHAIN PHARMACY	WAL-MART PHARMACY 10-1459	null	7245 U.S. HWY 31 SOUTH	null	INDIANAPOLIS	IN	46227	MARION	S	9193	00406035801	HYDROCODONE	1.0	null	null	null	null	null	08272012	0.45405	100.0	1208024734	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0283452	DISTRIBUTOR	CARDINAL HEALTH	null	2840 ELM POINT INDUSTRIAL DR.	null	ST CHARLES	MO	63301	SAINT CHARLES	BC6315914	CHAIN PHARMACY	KENTUCKY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02586	3001 LONE OAK ROAD	null	PADUCAH	KY	42003	MCCRACKEN	S	9193	00406036601	HYDROCODONE	2.0	null	null	null	null	null	07102012	0.9081	200.0	1207008205	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	#46	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BW9582847	CHAIN PHARMACY	WAL-MART PHARMACY 10-2852	null	10 WAL-MART DRIVE	null	MOUNDSVILLE	WV	26041	MARSHALL	S	9193	00406036201	HYDROCODONE	3.0	null	null	null	null	null	10152012	1.8162	300.0	1210002198	HYDROCOD.BIT.& APAP,10MG/660MG/TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	10.0
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	BW8362129	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 07579	5093 HARDY STREET	null	HATTIESBURG	MS	39402	FORREST	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	07022012	1.5135	500.0	32332	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RT0223874	DISTRIBUTOR	THRIFTY PAYLESS INC	null	DBA WOODLAND DISTRIBUTION CTR	1755 EAST BEAMER STREET	WOODLAND	CA	95776	YOLO	BT5232652	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5646	1735 EUCLID AVENUE	null	SAN DIEGO	CA	92105	SAN DIEGO	S	9193	00603389021	HYDROCODONE	2.0	null	null	null	null	null	01262012	0.6054	200.0	13753	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Thrifty Payless Inc	5.0
RS0261379	DISTRIBUTOR	SMITH'S FOOD & DRUG CTR'S INC	null	D/B/A PEYTON'S PHOENIX	5305 W BUCKEYE RD	PHOENIX	AZ	85043	MARICOPA	BS1278743	CHAIN PHARMACY	SMITHS FOOD & DRUG CTRS	null	DBA SMITH'S FOOD & DRUG #131	1485 HARRISON BLVD	OGDEN	UT	84404	WEBER	S	9193	00603388721	HYDROCODONE	1.0	null	null	null	null	null	03212012	0.6054	100.0	21251	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Smith's Food & Drug Ctr's Inc	10.0
RW0152467	DISTRIBUTOR	WALGREEN CO	null	DBA WALGREENS	5100 LAKE TERRACE NE	MOUNT VERNON	IL	62864	JEFFERSON	BW8153087	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 07147	1555 S BROADWAY AVE	null	WICHITA	KS	67211	SEDGWICK	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	null	11142012	2.27025	500.0	19412	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
PM0003094	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	2700 NORTH AMERICA DRIVE	WEST SENECA	NY	14224	ERIE	BC7075941	RETAIL PHARMACY	CLINTON PHARMACY SERVICES LLC	D/B/A CLINTON PHARMACY	821 NORTH CLINTON AVE.	NORTH #1	ROCHESTER	NY	14605	MONROE	S	9143	00378710501	OXYCODONE	2.0	null	null	12X000135	null	null	07262012	1.34475	200.0	1207005976	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	Mylan Pharmaceuticals, Inc.	Mylan Pharmaceuticals, Inc.	McKesson Corporation	7.5
PM0023046	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	1900 SOUTH 4490 WEST	SALT LAKE CITY	UT	84104	SALT LAKE	BL5413911	RETAIL PHARMACY	LEE & DAD'S IGA	ATTN: PATRICK NIX, PHARMACIST IN CHARGE	205 WEST MADISON AVENUE	null	BELGRADE	MT	59714	GALLATIN	S	9193	00591038701	HYDROCODONE	2.0	null	null	null	null	null	11272012	0.9081	200.0	1211019630	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
PM0030849	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	38220 PLYMOUTH RD	LIVONIA	MI	48150	WAYNE	FB1725273	RETAIL PHARMACY	BLUE WATER PHARMACY	null	1524 10TH STREET	null	PORT HURON	MI	48060	SAINT CLAIR	S	9193	00591085305	HYDROCODONE	1.0	null	null	null	null	null	10082012	3.0269999999999997	500.0	1210030115	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
RM0220537	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3003 AIRPORT RD	LA CROSSE	WI	54603	LA CROSSE	BM4270853	RETAIL PHARMACY	MANLY DRUG	null	621 G. AVE.	null	GRUNDY CENTER	IA	50638	GRUNDY	S	9143	00406051205	OXYCODONE	1.0	null	null	12X000251	null	null	12312012	2.24125	500.0	1212012262	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
RA0210409	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	2100 DIRECTORS ROW	null	ORLANDO	FL	32809	ORANGE	BP5703788	RETAIL PHARMACY	PHARMACY CORPORATION OF	AMERICA D/B/A PHARMERICA	337 NORTHLAKE BLVD.	STE 1024	ALTAMONTE SPRINGS	FL	32701	SEMINOLE	S	9193	00406035705	HYDROCODONE	6.0	null	null	null	null	null	10182012	9.081	3000.0	18072	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	AmerisourceBergen Drug	5.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW8419106	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 07136	1350 GARRETT STREET	null	ENUMCLAW	WA	98022	KING	S	9193	00591320301	HYDROCODONE	1.0	null	null	null	null	null	07122012	0.45405	100.0	11740	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
RH0197170	DISTRIBUTOR	CVS INDIANA	null	7590 EMPIRE DR, DOORS 116-123	null	INDIANAPOLIS	IN	46219	MARION	AC8001113	CHAIN PHARMACY	MONTANA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 08621	115 NORTH 19TH AVENUE	null	BOZEMAN	MT	59718	GALLATIN	S	9193	00406035705	HYDROCODONE	2.0	null	null	null	null	null	03102012	3.0269999999999997	1000.0	126827	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	5.0
RM0220537	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3003 AIRPORT RD	LA CROSSE	WI	54603	LA CROSSE	FC0949377	RETAIL PHARMACY	CORNELL PHARMACY, INC.	null	300 MAIN ST.	P.O. BOX 554	CORNELL	WI	54732	CHIPPEWA	S	9193	00406036505	HYDROCODONE	1.0	null	null	null	null	null	08092012	1.5135	500.0	1208008398	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	#46	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BW5396038	CHAIN PHARMACY	WAL-MART PHARMACY 10-1519	null	100 WAL-MART DRIVE	null	JACKSON	OH	45640	JACKSON	S	9193	00406035801	HYDROCODONE	2.0	null	null	null	null	null	04052012	0.9081	200.0	1204016880	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0236009	DISTRIBUTOR	CARDINAL HEALTH	null	3238 DWIGHT RD	null	ELK GROVE	CA	95758	SACRAMENTO	BS7605198	CHAIN PHARMACY	SAFEWAY INC	SAFEWAY PHARMACY #1932	4440 TASSAJARA ROAD	null	DUBLIN	CA	94568	ALAMEDA	S	9193	00406036601	HYDROCODONE	1.0	null	null	null	null	null	10032012	0.45405	100.0	1210007218	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
RE0161733	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	6810 SHADY OAK RD	null	EDEN PRAIRIE	MN	55344	HENNEPIN	FH1408663	CHAIN PHARMACY	HY-VEE, INC.	DBA: HY-VEE PHARMACY #1511	1620 SOUTH CEDAR	null	OWATONNA	MN	55060	STEELE	S	9143	00406051205	OXYCODONE	1.0	null	null	120007281	null	null	08222012	2.24125	500.0	11259	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	AmerisourceBergen Drug	5.0
RD0108200	DISTRIBUTOR	CARDINAL HEALTH	null	11 CENTENNIAL DRIVE	null	PEABODY	MA	1960	ESSEX	BC9649471	CHAIN PHARMACY	CVS PHARMACY, INC.	DBA: CVS/PHARMACY  # 00937	100 D N. MAIN ST.	null	CARVER	MA	2330	PLYMOUTH	S	9143	59011048010	OXYCODONE	2.0	null	null	124795545	null	null	11212012	14.344000000000001	200.0	1211061656	OXYCONTIN 80MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
PM0021131	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	495 S. 107TH	TOLLESON	AZ	85353	MARICOPA	BA4310176	CHAIN PHARMACY	ALBERTSON'S LLC	OSCO DRUG #966	6965 N HAYDEN ROAD	null	SCOTTSDALE	AZ	85250	MARICOPA	S	9143	59011042010	OXYCODONE	1.0	null	null	12X000010	null	null	07162012	1.7930000000000001	100.0	1207030861	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	20.0
PM0018425	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	14500 E 39TH AVE	AURORA	CO	80011	ADAMS	BE5812652	RETAIL PHARMACY	EDWARDS MEDICAL CTR PHARMACY	null	322 BEARD CREEK ROAD	P.O. BOX 2706	EDWARDS	CO	81632	EAGLE	S	9143	00406055201	OXYCODONE	1.0	null	null	12X000143	null	null	06272012	0.44825	100.0	1206008393	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
PM0000771	DISTRIBUTOR	MCKESSON CORPORATION	null	1515 KENDRICK LANE	null	LAKELAND	FL	33805	POLK	BF5651698	RETAIL PHARMACY	FLORIDA HLTH SCIENCES CTR INC	TGH OUTPATIENT PHARMACY	5 TAMPA GENERAL CIR, HMT-100	null	TAMPA	FL	33606	HILLSBOROUGH	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	null	03082012	0.6054	100.0	1203014087	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
RA0290724	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	101 NORFOLK ST	null	MANSFIELD	MA	2048	BRISTOL	FC2431245	RETAIL PHARMACY	CHEM RX PHARMACY SERVICES LLC	PHARMERICA	16 WALKER WAY	null	ALBANY	NY	12205	ALBANY	S	9143	10702005701	OXYCODONE	2.0	null	null	12X500126	null	null	12192012	3.5860000000000003	200.0	8342	OXYCODONE HCI  20 MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	AmerisourceBergen Drug	20.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW6789892	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05753	7975 E US HWY 36	null	AVON	IN	46123	HENDRICKS	S	9193	00591038705	HYDROCODONE	1.0	null	null	null	null	null	07192012	2.27025	500.0	12828	HYDROCODONE BITARTRATE 7.5MG/ACETAMI	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	FN1782704	CHAIN PHARMACY	NORTH CAROLINA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02562	115 W. ARROWOOD RD.	null	CHARLOTTE	NC	28217	MECKLENBURG	S	9193	43386035001	HYDROCODONE	1.0	null	null	null	null	null	05142012	0.3027	100.0	1205054583	HYDROCODONE BIT/HOMATROPINE METHYLBR	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Lupin Pharmaceuticals,Inc.	Lupin Pharmaceuticals,Inc.	Cardinal Health	5.0
PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	BR5297898	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #11484	3534 MT. HOLLY-HUNTERSVILLE RD	null	CHARLOTTE	NC	28216	MECKLENBURG	S	9143	00378710801	OXYCODONE	1.0	null	null	116335163	null	null	08032012	0.8965	100.0	1208014876	OXYCODONE HCL/ACETAMINOPHEN 10MG/650	OXYCODONE HYDROCHLORIDE	TAB	1.5	Mylan Pharmaceuticals, Inc.	Mylan Pharmaceuticals, Inc.	McKesson Corporation	10.0
PP0220828	DISTRIBUTOR	KROGER LIMITED PARTNERSHIP II	null	DBA PEYTON'S NORTHERN	1111 SOUTH ADAMS STREET	BLUFFTON	IN	46714	WELLS	BS3808954	CHAIN PHARMACY	SUPERX DRUGS CORPORATION	null	DBA: THE KROGER CO OF MI 486	26233 HOOVER ROAD	WARREN	MI	48089	MACOMB	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	null	07242012	2.27025	500.0	28993	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Kroger	7.5
PF0000012	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9501 NORWALK BLVD	SANTA FE SPRINGS	CA	90670	LOS ANGELES	BT5250066	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5775	2550 LAS POSAS ROAD	null	CAMARILLO	CA	93010	VENTURA	S	9193	52544053901	HYDROCODONE	3.0	null	null	null	null	null	02092012	1.8162	300.0	1202053597	NORCO HYDROCODO.BIT./ACET.,10MG & 32	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
PF0000012	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9501 NORWALK BLVD	SANTA FE SPRINGS	CA	90670	LOS ANGELES	BC2584440	CHAIN PHARMACY	GARFIELD BEACH CVS, L.L.C.	DBA: CVS/PHARMACY  # 09585	3925 N. RIVER RD.	null	OCEANSIDE	CA	92058	SAN DIEGO	S	9193	00603388728	HYDROCODONE	1.0	null	null	null	null	null	02102012	3.0269999999999997	500.0	1202041486	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10.0
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BW5546188	CHAIN PHARMACY	WAL-MART PHARMACY 10-0278	null	1645 E. BERT KOUNS	INDUSTRIAL LOOP	SHREVEPORT	LA	71105	CADDO	S	9143	53746020401	OXYCODONE	13.0	null	null	123815449	null	null	12112012	11.6545	1300.0	1212111357	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Wal-Mart	10.0
RA0180733	DISTRIBUTOR	ANDA, INC	null	2915 WESTON ROAD	null	WESTON	FL	33331	BROWARD	BT4659578	RETAIL PHARMACY	TIMBERVILLE DRUG STORE	null	GARBER JOHNNY W RPH	305 SOUTH MAIN STREET	TIMBERVILLE	VA	22853	ROCKINGHAM	S	9193	00603389128	HYDROCODONE	1.0	null	null	null	null	null	06132012	2.27025	500.0	1206003100	HYDROCODONE BITARTRATE & ACETA 7.5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Anda, Inc	7.5
RA0326276	DISTRIBUTOR	AMERISOURCEBERGEN DRUG	null	11200 NORTH CONGRESS AVENUE	null	KANSAS CITY	MO	64153	PLATTE	BJ5143728	RETAIL PHARMACY	JAYHAWK PHCY @ MISSION WOODS	null	2860 SW MISSION WOODS DRIVE	null	TOPEKA	KS	66614	SHAWNEE	S	9193	00591034901	HYDROCODONE	1.0	null	null	null	null	null	12262012	0.3027	100.0	24131	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	5.0
RS0261379	DISTRIBUTOR	SMITH'S FOOD & DRUG CTR'S INC	null	D/B/A PEYTON'S PHOENIX	5305 W BUCKEYE RD	PHOENIX	AZ	85043	MARICOPA	AF8486513	CHAIN PHARMACY	FRED MEYER	null	CLACKAMAS STORE	16301 S E 82ND DRIVE	CLACKAMAS	OR	97015	CLACKAMAS	S	9193	00603388821	HYDROCODONE	4.0	null	null	null	null	null	11022012	2.4216	400.0	2776	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Smith's Food & Drug Ctr's Inc	10.0
RW0263056	DISTRIBUTOR	CARDINAL HEALTH	null	600 N 83RD AVE	null	TOLLESON	AZ	85353	MARICOPA	BS6216938	CHAIN PHARMACY	SAFEWAY INC	SAFEWAY PHARMACY #1591	6202 S. 16TH STREET	null	PHOENIX	AZ	85040	MARICOPA	S	9143	10702001801	OXYCODONE	8.0	null	null	124095554	null	null	09052012	3.5860000000000003	800.0	1209004695	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Cardinal Health	5.0
